id_transacao,id_conta,data_e_hora,tipo_transacao,valor,canal,descricao
TRX000171,CT-00007,2026-11-07 10:03:00,pix,177.4,agencia,NETFLIX.COM
TRX001393,CT-00749,2026-03-26 10:34:00,doc,-252.18,ib,UBER *TRIP
TRX001377,CT-00501,2025-12-21 22:21:00,pagamento,-92.13,internetbanking,NETFLIX.COM
TRX000913,CT-00320,2025-09-08 07:41:00,boleto,1684.66,app,AMAZON MKTPLACE
TRX000243,CT-00747,2026-04-28 00:00:00,pix,288.27,caixaeletrônico,TARIFA PACOTE SERVICOS
TRX001415,CT-00079,2026-05-31 00:00:00,boleto,1679.04,app,POSTO SHELL BR
TRX001057,CT-00711,2025-09-21 00:02:00,deposito,1711.09,caixaeletronico,AMAZON MKTPLACE
TRX000550,CT-00257,2026-02-10 17:03:00,pix,889.44,agencia,PADARIA DO ZE
TRX000457,CT-00571,2025-12-20 21:56:00,ted,94.43,caixaeletrônico,
TRX002028,CT-00725,2026-10-07 10:13:00,deposito,256.13,atm,PAG*MERCADOLIVRE
TRX001024,CT-00073,2026-12-06 00:00:00,deposito,14895.11,ib,PADARIA DO ZE
TRX000534,CT-00418,2026-01-29 00:00:00,doc,830.63,app,SUPERMERCADO BOM PRECO
TRX001022,CT-00060,2026-04-18 07:09:00,pix,1857.09,internetbanking,PADARIA DO ZE
TRX001197,CT-00059,2026-06-25 00:00:00,boleto,12936.07,ib,PADARIA DO ZE
TRX000328,CT-00603,2025-08-25 00:00:00,depósito,29644.03,agencia,IFOOD *IFOOD
TRX000975,CT-00892,2025-10-26 00:00:00,deposito,94.73,app,FARMACIA SAO JOAO
TRX000858,CT-00665,2026-07-01 20:11:00,pagto,192.54,ib,RENDIMENTO POUPANCA
TRX001202,CT-00845,2026-02-10 07:30:00,ted,-137.01,app,UBER *TRIP
TRX000684,CT-01028,2026-07-28 00:00:00,compradébito,144.28,aplicativo,
TRX001880,CT-00688,2026-08-07 04:37:00,ted,-1697.25,caixaeletrônico,POSTO SHELL BR
TRX000010,CT-00524,2026-05-14 00:00:00,ted,1303.19,internetbanking,POSTO SHELL BR
TRX001843,CT-00029,2026-02-17 00:00:00,pix,-843.72,caixaeletronico,AMAZON MKTPLACE
TRX001408,CT-00769,2026-03-15 00:00:00,pix,183.13,aplicativo,UBER *TRIP
TRX000766,CT-00667,2025-11-09 07:55:00,debitocartao,375.53,agencia,POSTO SHELL BR
TRX001421,CT-00142,2026-05-20 13:56:00,pix,141.06,agência,IFOOD *IFOOD
TRX000935,CT-00519,2025-10-17 00:00:00,pix,2263.23,aplicativo,
TRX000314,CT-00438,2026-05-12 00:00:00,pagto,,internetbanking,PIX QR CODE
TRX000788,CT-00503,2026-03-27 00:00:00,ted,72.59,,UBER *TRIP
TRX000249,CT-00600,2025-06-12 10:00:00,pix,40.29,internetbanking,PADARIA DO ZE
TRX000447,CT-01022,2026-04-01 18:11:00,pagto,1472.36,atm,
TRX001709,CT-00182,2025-11-19 01:29:00,boleto,11130.97,internetbanking,RENDIMENTO POUPANCA
TRX001715,CT-00724,2026-01-08 05:14:00,pix,13.68,app,TARIFA PACOTE SERVICOS
TRX001759,CT-00725,2026-03-24 00:00:00,boleto,153.27,agencia,FOLHA PAGAMENTO
TRX001950,CT-00533,2026-03-17 12:19:00,ted,-135.13,caixaeletrônico,IFOOD *IFOOD
TRX000705,CT-00796,2026-06-27 00:38:00,ted,7144.48,agencia,SUPERMERCADO BOM PRECO
TRX001585,CT-00103,2025-10-22 05:41:00,débitocartão,701.11,app,FARMACIA SAO JOAO
TRX001744,CT-00168,2026-06-17 15:37:00,boleto,-77.56,caixaeletrônico,SUPERMERCADO BOM PRECO
TRX001327,CT-00575,2025-03-09 12:38:00,pagamento,186.54,agência,SUPERMERCADO BOM PRECO
TRX000915,CT-00564,2026-11-04 00:00:00,saque,-46119.44,caixaeletronico,UBER *TRIP
TRX000075,CT-00337,2025-11-25 10:18:00,ted,1796.23,internetbanking,IFOOD *IFOOD
TRX000234,CT-00123,2026-07-21 00:00:00,deposito,202.36,app,POSTO SHELL BR
TRX000129,CT-00150,2025-12-12 05:02:00,boleto,10.23,caixaeletronico,IFOOD *IFOOD
TRX000257,CT-00249,2025-11-01 00:00:00,pix,104.3,internetbanking,FOLHA PAGAMENTO
TRX000434,CT-00058,2025-10-24 00:00:00,ted,1184.68,app,PADARIA DO ZE
TRX001501,CT-00396,2026-01-03 11:14:00,deposito,0.0,agencia,AMAZON MKTPLACE
TRX001924,CT-00716,2025-08-08 19:40:00,boleto,221.28,app,POSTO SHELL BR
TRX000377,CT-00440,2026-09-05 17:54:00,boleto,,app,FOLHA PAGAMENTO
TRX000529,CT-00887,2025-11-27 13:16:00,débitocartão,399.25,agencia,IFOOD *IFOOD
TRX001823,CT-00725,2026-10-03 00:00:00,pagamento,184.02,app,IFOOD *IFOOD
TRX001161,CT-00180,2026-04-13 00:00:00,ted,117.69,internetbanking,POSTO SHELL BR
TRX000291,CT-00698,2026-09-04 03:05:00,depósito,42.59,internetbanking,IFOOD *IFOOD
TRX000020,CT-00435,2025-11-12 00:00:00,ted,0.0,atm,NETFLIX.COM
TRX002064,CT-00722,2025-12-28 04:06:00,ted,435.96,app,FOLHA PAGAMENTO
TRX001600,CT-00141,2026-07-23 00:00:00,saque,305.11,app,SUPERMERCADO BOM PRECO
TRX001002,CT-00146,2026-02-20 00:00:00,boleto,-6025.56,internetbanking,PAG*MERCADOLIVRE
TRX000612,CT-00385,2026-05-21 00:00:00,pix,,agencia,AMAZON MKTPLACE
TRX000543,CT-00352,2025-12-31 23:00:00,ted,867.29,caixaeletronico,PIX QR CODE
TRX000426,CT-00389,2025-12-23 04:13:00,boleto,216.78,caixaeletronico,TARIFA PACOTE SERVICOS
TRX001439,CT-00659,2026-05-23 00:00:00,pix,9693.04,app,PIX QR CODE
TRX000252,CT-00118,2026-05-04 01:15:00,boleto,1413.13,internetbanking,NETFLIX.COM
TRX001578,CT-00479,2026-07-30 13:06:00,depósito,39.46,app,AMAZON MKTPLACE
TRX000669,CT-00430,2026-07-06 10:50:00,compradébito,234.56,atm,PIX QR CODE
TRX000006,CT-00287,2026-03-22 00:00:00,ted,259.97,agencia,SUPERMERCADO BOM PRECO
TRX000688,CT-00934,2025-12-09 00:00:00,depósito,1868.85,caixaeletronico,TARIFA PACOTE SERVICOS
TRX001996,CT-00272,2025-10-20 00:00:00,compradébito,,agencia,SUPERMERCADO BOM PRECO
TRX000830,CT-00141,2025-12-10 09:46:00,pix,1447.41,agencia,IFOOD *IFOOD
TRX001871,CT-00602,2025-12-31 00:00:00,pagto,169.19,app,IFOOD *IFOOD
TRX001149,CT-00935,2026-02-07 10:53:00,deposito,991.63,agência,RENDIMENTO POUPANCA
TRX000762,CT-00726,2026-02-23 00:00:00,débitocartão,539.0,caixaeletronico,SUPERMERCADO BOM PRECO
TRX001652,CT-00517,2026-02-25 00:00:00,pagamento,-1874.76,ib,AMAZON MKTPLACE
TRX000895,CT-00683,2025-11-23 00:00:00,débitocartão,-1282.46,agencia,TARIFA PACOTE SERVICOS
TRX001121,CT-00659,2026-05-04 19:47:00,deposito,691.62,ib,FOLHA PAGAMENTO
TRX000835,CT-00082,2026-06-22 00:00:00,boleto,245.08,ib,SUPERMERCADO BOM PRECO
TRX001707,CT-00867,2025-11-17 23:07:00,compradébito,1342.33,app,UBER *TRIP
TRX000673,CT-00247,2026-03-01 00:00:00,pagto,1232.71,agencia,PAG*MERCADOLIVRE
TRX001162,CT-00216,2026-07-18 01:47:00,boleto,1196.85,caixaeletrônico,RENDIMENTO POUPANCA
TRX000048,CT-00478,2025-08-18 13:48:00,ted,-134.09,internetbanking,POSTO SHELL BR
TRX001849,CT-00840,2025-08-10 00:00:00,ted,-62461.28,app,POSTO SHELL BR
TRX000294,CT-00684,2025-12-30 02:25:00,pix,215.8,aplicativo,SUPERMERCADO BOM PRECO
TRX000170,CT-00865,2026-11-02 23:03:00,debitocartao,,,POSTO SHELL BR
TRX001276,CT-00243,2026-07-15 01:47:00,doc,271.31,caixaeletrônico,TARIFA PACOTE SERVICOS
TRX000128,CT-00665,2026-03-06 00:00:00,debitocartao,289.01,ib,TARIFA PACOTE SERVICOS
TRX001281,CT-00915,2025-08-08 14:53:00,ted,204.36,agencia,UBER *TRIP
TRX001696,CT-00606,2026-03-17 21:32:00,pix,-1490.4,atm,POSTO SHELL BR
TRX001717,CT-00380,2026-02-07 00:00:00,pagamento,374.26,aplicativo,POSTO SHELL BR
TRX001369,CT-00597,2026-05-19 00:00:00,deposito,1086.92,caixaeletronico,TRANSF ENTRE CONTAS
TRX000576,CT-00389,2026-01-19 06:24:00,deposito,15.31,app,UBER *TRIP
TRX000654,CT-00456,2026-02-07 16:59:00,saque,0.0,ib,PADARIA DO ZE
TRX001355,CT-00635,2026-08-07 21:23:00,doc,1671.09,agencia,POSTO SHELL BR
TRX002052,CT-00830,2025-06-11 00:00:00,pix,245.53,internetbanking,FARMACIA SAO JOAO
TRX001518,CT-00711,2025-05-09 00:00:00,pagamento,162.2,app,FARMACIA SAO JOAO
TRX001815,CT-00822,2026-01-22 00:00:00,boleto,999.5,app,SUPERMERCADO BOM PRECO
TRX001839,CT-00512,2025-10-30 00:00:00,ted,64306.14,app,POSTO SHELL BR
TRX000469,CT-00781,2026-06-20 01:56:00,ted,1340.26,ib,PADARIA DO ZE
TRX001614,CT-00620,2026-01-21 07:53:00,pix,-185.69,app,SUPERMERCADO BOM PRECO
TRX001981,CT-00616,2025-08-18 04:53:00,ted,,agencia,AMAZON MKTPLACE
TRX002066,CT-00725,2026-12-08 13:54:00,boleto,248.45,ib,FOLHA PAGAMENTO
TRX000967,CT-00533,2025-09-28 00:18:00,ted,198.69,agencia,AMAZON MKTPLACE
TRX001010,CT-00168,2026-06-05 00:00:00,doc,-924.28,caixaeletrônico,PADARIA DO ZE
TRX000396,CT-00529,2026-01-14 00:00:00,deposito,39.02,app,FOLHA PAGAMENTO
TRX000553,CT-00897,2026-03-22 16:26:00,boleto,219.45,internetbanking,TARIFA PACOTE SERVICOS
TRX001569,CT-00297,2026-08-07 00:00:00,debitocartao,-214.85,app,PAG*MERCADOLIVRE
TRX001831,CT-00600,2026-05-04 21:14:00,debitocartao,,internetbanking,AMAZON MKTPLACE
TRX000361,CT-00446,2026-01-23 00:00:00,ted,-185.93,agência,FOLHA PAGAMENTO
TRX001934,CT-00835,2026-03-01 00:00:00,depósito,30191.28,internetbanking,IFOOD *IFOOD
TRX001323,CT-00659,2026-03-31 09:16:00,boleto,4313.26,agência,PAG*MERCADOLIVRE
TRX001204,CT-00149,2026-05-24 00:00:00,pagto,1313.06,,SUPERMERCADO BOM PRECO
TRX001608,CT-00830,2025-11-12 00:00:00,pix,-150.06,app,TRANSF ENTRE CONTAS
TRX000608,CT-00384,2025-03-09 23:17:00,pagto,1501.37,agencia,POSTO SHELL BR
TRX000137,CT-00915,2026-07-18 00:00:00,pagto,-6382.1,agência,TARIFA PACOTE SERVICOS
TRX001294,CT-00553,2025-09-20 17:55:00,boleto,37.54,ib,TARIFA PACOTE SERVICOS
TRX001785,CT-00918,2025-09-28 00:00:00,debitocartao,6430.87,app,
TRX001700,CT-00309,2026-09-02 00:00:00,debitocartao,23529.05,agencia,PAG*MERCADOLIVRE
TRX000929,CT-00622,2025-10-25 00:00:00,ted,241.25,agencia,
TRX001241,CT-00794,2025-10-20 04:06:00,debitocartao,26.41,atm,FARMACIA SAO JOAO
TRX001331,CT-00771,2025-08-14 00:00:00,deposito,908.06,,FOLHA PAGAMENTO
TRX001330,CT-00145,2025-11-21 00:00:00,debitocartao,123.62,caixaeletrônico,PADARIA DO ZE
TRX001219,CT-00476,2025-12-15 02:34:00,compradébito,226.42,agencia,TARIFA PACOTE SERVICOS
TRX001617,CT-01011,2025-08-05 23:40:00,depósito,89.61,caixaeletrônico,NETFLIX.COM
TRX000510,CT-00828,2026-01-08 21:25:00,ted,178.43,caixaeletrônico,SUPERMERCADO BOM PRECO
TRX001160,CT-00414,2026-05-03 00:00:00,pagto,105.68,internetbanking,FARMACIA SAO JOAO
TRX001556,CT-00231,2025-08-04 18:05:00,pagamento,566.24,internetbanking,IFOOD *IFOOD
TRX000582,CT-00552,2026-01-20 13:24:00,ted,,aplicativo,FARMACIA SAO JOAO
TRX000848,CT-01010,2026-05-13 00:00:00,pix,1727.29,agencia,TRANSF ENTRE CONTAS
TRX000804,CT-00222,2026-07-06 00:00:00,doc,8242.2,atm,SUPERMERCADO BOM PRECO
TRX002016,CT-00691,2025-12-08 19:44:00,debitocartao,153.88,caixaeletronico,RENDIMENTO POUPANCA
TRX001865,CT-00248,2026-07-09 11:38:00,boleto,231.02,app,AMAZON MKTPLACE
TRX000064,CT-00464,2026-07-01 03:39:00,pix,-21.4,internetbanking,PIX QR CODE
TRX001247,CT-00857,2026-06-18 00:00:00,ted,60.8,,SUPERMERCADO BOM PRECO
TRX001946,CT-00713,2025-10-18 10:32:00,compradébito,-21.41,internetbanking,TRANSF ENTRE CONTAS
TRX000544,CT-00178,2025-11-10 01:51:00,ted,479.12,aplicativo,AMAZON MKTPLACE
TRX001958,CT-00586,2026-02-14 09:57:00,deposito,718.01,aplicativo,
TRX001304,CT-00259,2025-08-05 00:00:00,compradébito,1656.95,ib,FARMACIA SAO JOAO
TRX000801,CT-00163,2026-03-13 00:00:00,pix,87.07,caixaeletrônico,SUPERMERCADO BOM PRECO
TRX000566,CT-00602,2026-06-24 01:33:00,boleto,49.17,aplicativo,UBER *TRIP
TRX001454,CT-00279,2025-10-08 16:09:00,pagamento,11876.56,ib,PIX QR CODE
TRX001045,CT-00197,2026-08-07 00:00:00,pix,13972.56,app,SUPERMERCADO BOM PRECO
TRX001560,CT-00515,2025-09-25 00:00:00,boleto,,,RENDIMENTO POUPANCA
TRX000723,CT-00105,2026-09-02 00:00:00,ted,-1017.27,app,UBER *TRIP
TRX000906,CT-00448,2026-02-24 13:30:00,pix,269.48,app,RENDIMENTO POUPANCA
TRX001316,CT-00980,2026-03-30 00:00:00,pix,-426.02,app,FARMACIA SAO JOAO
TRX000193,CT-00794,2026-04-22 16:33:00,débitocartão,50687.9,app,NETFLIX.COM
TRX000199,CT-00470,2025-09-05 00:00:00,boleto,51.12,caixaeletronico,TRANSF ENTRE CONTAS
TRX001014,CT-00222,2026-06-19 00:00:00,deposito,235.76,agencia,IFOOD *IFOOD
TRX000046,CT-00184,2025-09-09 00:00:00,pix,143.87,internetbanking,TRANSF ENTRE CONTAS
TRX000893,CT-00557,2026-11-04 00:00:00,boleto,,,AMAZON MKTPLACE
TRX000618,CT-00115,2026-07-18 02:04:00,pix,,app,RENDIMENTO POUPANCA
TRX000660,CT-00669,2025-12-14 00:00:00,saque,-7431.91,,PIX QR CODE
TRX001073,CT-01027,2026-04-01 00:00:00,saque,743.04,agência,NETFLIX.COM
TRX000480,CT-00180,2025-09-28 00:00:00,doc,4097.71,app,IFOOD *IFOOD
TRX000487,CT-00165,2025-09-08 12:35:00,débitocartão,135.89,agencia,IFOOD *IFOOD
TRX000422,CT-00558,2026-02-21 11:38:00,deposito,12048.38,app,FOLHA PAGAMENTO
TRX000401,CT-00031,2025-10-08 00:00:00,deposito,137.7,app,PADARIA DO ZE
TRX001607,CT-00900,2025-11-21 00:00:00,boleto,90.51,ib,TARIFA PACOTE SERVICOS
TRX002005,CT-00203,2026-06-01 00:00:00,depósito,493.75,internetbanking,FOLHA PAGAMENTO
TRX000641,CT-00003,2026-06-30 00:00:00,pagto,800.07,,PIX QR CODE
TRX001324,CT-00469,2025-09-26 13:22:00,doc,9132.01,agencia,
TRX000477,CT-00645,2025-11-22 00:00:00,deposito,16.5,ib,UBER *TRIP
TRX001301,CT-00058,2025-10-17 08:29:00,deposito,26610.52,app,AMAZON MKTPLACE
TRX001901,CT-00252,2026-02-23 00:00:00,doc,-143.61,atm,PAG*MERCADOLIVRE
TRX001925,CT-00885,2025-08-17 00:00:00,saque,16.08,agência,SUPERMERCADO BOM PRECO
TRX000337,CT-00203,2025-09-12 00:00:00,débitocartão,894.48,caixaeletronico,AMAZON MKTPLACE
TRX001261,CT-00914,2025-12-24 16:32:00,pix,0.0,app,PIX QR CODE
TRX002010,CT-00214,2026-09-05 00:00:00,doc,115.05,atm,TRANSF ENTRE CONTAS
TRX000551,CT-00497,2025-02-10 00:00:00,saque,600.63,agencia,IFOOD *IFOOD
TRX001591,CT-00028,2026-03-30 11:48:00,pagto,860.69,agencia,SUPERMERCADO BOM PRECO
TRX001055,CT-00250,2025-09-23 00:00:00,débitocartão,208.46,agencia,FOLHA PAGAMENTO
TRX000111,CT-00969,2026-07-30 00:00:00,boleto,167.89,app,IFOOD *IFOOD
TRX001124,CT-00704,2025-12-11 00:00:00,pix,393.81,agencia,
TRX000195,CT-00004,2026-04-20 00:11:00,ted,74.65,internetbanking,RENDIMENTO POUPANCA
TRX001009,CT-00868,2025-12-23 00:00:00,compradébito,132.59,agencia,PADARIA DO ZE
TRX000454,CT-00694,2026-03-12 00:30:00,saque,14315.26,atm,FARMACIA SAO JOAO
TRX001777,CT-00841,2026-06-03 06:02:00,débitocartão,-652.05,app,AMAZON MKTPLACE
TRX002062,CT-00853,2026-03-31 06:13:00,saque,3363.53,agência,NETFLIX.COM
TRX000413,CT-00566,2026-01-19 21:05:00,pix,215.31,app,PADARIA DO ZE
TRX000786,CT-00490,2025-09-16 07:42:00,debitocartao,5664.46,agencia,FOLHA PAGAMENTO
TRX000039,CT-00569,2026-06-24 17:57:00,pix,-271.29,atm,PADARIA DO ZE
TRX000349,CT-00290,2026-03-17 00:00:00,deposito,1875.21,agencia,SUPERMERCADO BOM PRECO
TRX000580,CT-00955,2026-02-20 00:00:00,boleto,1340.16,caixaeletronico,IFOOD *IFOOD
TRX001638,CT-00916,2025-09-10 00:00:00,pix,-7059.0,app,TRANSF ENTRE CONTAS
TRX001587,CT-00826,2026-05-19 14:26:00,pagamento,209.66,ib,
TRX000218,CT-00364,2026-07-17 00:00:00,boleto,5961.06,app,PAG*MERCADOLIVRE
TRX000908,CT-00094,2025-02-12 00:00:00,pix,211.78,agencia,RENDIMENTO POUPANCA
TRX001270,CT-00513,2026-03-08 20:24:00,ted,4706.87,app,SUPERMERCADO BOM PRECO
TRX000251,CT-00666,2025-10-31 23:33:00,pagto,1874.22,atm,POSTO SHELL BR
TRX002025,CT-00613,2026-01-30 05:40:00,boleto,-143.1,internetbanking,SUPERMERCADO BOM PRECO
TRX001828,CT-00223,2025-12-22 00:00:00,ted,207.09,agencia,PIX QR CODE
TRX000957,CT-00027,2026-08-02 00:00:00,ted,25274.86,,FOLHA PAGAMENTO
TRX000383,CT-00120,2026-05-21 00:00:00,deposito,443.25,caixaeletronico,SUPERMERCADO BOM PRECO
TRX000118,CT-00452,2026-08-04 00:00:00,boleto,101.1,caixaeletrônico,PIX QR CODE
TRX000379,CT-00201,2026-05-25 00:00:00,doc,-192.39,atm,RENDIMENTO POUPANCA
TRX001577,CT-00874,2026-08-08 13:07:00,pix,56.89,agencia,RENDIMENTO POUPANCA
TRX002074,CT-00290,2026-10-04 00:00:00,boleto,40.5,,PADARIA DO ZE
TRX001090,CT-00087,2026-08-15 00:00:00,boleto,21.66,atm,FOLHA PAGAMENTO
TRX001562,CT-00589,2026-02-24 01:57:00,pagto,21.56,caixaeletrônico,
TRX000764,CT-01019,2025-01-10 00:00:00,doc,34.23,atm,RENDIMENTO POUPANCA
TRX000179,CT-00322,2026-04-04 00:00:00,débitocartão,-63511.8,caixaeletronico,PADARIA DO ZE
TRX000728,CT-00078,2025-09-14 00:00:00,pix,12985.05,,PIX QR CODE
TRX001291,CT-00713,2025-09-12 10:26:00,pagamento,1224.46,agência,FOLHA PAGAMENTO
TRX000613,CT-00546,2026-04-29 20:31:00,boleto,0.0,caixaeletronico,FOLHA PAGAMENTO
TRX001119,CT-00987,2026-03-14 00:00:00,boleto,1236.77,app,
TRX000574,CT-00846,2026-04-28 00:00:00,deposito,1317.91,ib,AMAZON MKTPLACE
TRX001412,CT-00470,2025-10-09 00:00:00,depósito,151.24,,IFOOD *IFOOD
TRX001158,CT-00272,2026-01-16 00:00:00,deposito,274.31,app,PADARIA DO ZE
TRX000009,CT-00230,2025-08-10 10:46:00,deposito,170.52,app,
TRX001570,CT-00248,2026-04-21 00:00:00,boleto,171.7,,
TRX000240,CT-00364,2026-02-20 05:53:00,saque,129.63,app,FOLHA PAGAMENTO
TRX001708,CT-00883,2026-06-27 00:00:00,boleto,611.06,agência,
TRX000946,CT-00833,2025-11-05 00:32:00,boleto,-9.83,caixaeletronico,TRANSF ENTRE CONTAS
TRX001588,CT-00479,2026-06-03 19:49:00,boleto,1807.95,caixaeletronico,TARIFA PACOTE SERVICOS
TRX000917,CT-00129,2026-01-09 03:15:00,boleto,-54.88,aplicativo,FARMACIA SAO JOAO
TRX000236,CT-00118,2025-12-31 00:00:00,deposito,10784.9,caixaeletronico,UBER *TRIP
TRX001396,CT-00232,2025-09-19 00:00:00,pix,8748.18,,FARMACIA SAO JOAO
TRX000802,CT-00777,2026-01-21 16:29:00,boleto,,agencia,POSTO SHELL BR
TRX002048,CT-00383,2025-12-16 03:49:00,boleto,-1465.52,app,PADARIA DO ZE
TRX002044,CT-00832,2025-09-30 19:55:00,débitocartão,179.68,caixaeletronico,POSTO SHELL BR
TRX001507,CT-00454,2026-04-08 00:00:00,pagamento,804.74,agencia,PIX QR CODE
TRX000784,CT-00464,2025-09-15 17:13:00,compradébito,-275.53,aplicativo,
TRX001710,CT-00837,2026-08-14 00:00:00,boleto,1530.55,internetbanking,PIX QR CODE
TRX001136,CT-00689,2025-10-12 09:58:00,saque,10808.49,atm,PIX QR CODE
TRX001672,CT-00710,2025-12-15 10:23:00,ted,58.41,caixaeletronico,PAG*MERCADOLIVRE
TRX001961,CT-00063,2025-04-11 00:00:00,doc,173.65,internetbanking,RENDIMENTO POUPANCA
TRX000805,CT-00102,2025-06-08 07:33:00,ted,1500.51,caixaeletronico,PADARIA DO ZE
TRX001363,CT-00772,2026-06-13 00:00:00,depósito,46.21,agencia,POSTO SHELL BR
TRX001030,CT-00479,2025-10-12 00:00:00,debitocartao,73.92,,PADARIA DO ZE
TRX001318,CT-00040,2026-06-24 00:00:00,saque,-291.67,app,RENDIMENTO POUPANCA
TRX001475,CT-00500,2026-03-23 00:00:00,boleto,127.02,agencia,IFOOD *IFOOD
TRX001350,CT-00216,2026-06-23 00:00:00,compradébito,6.89,app,FOLHA PAGAMENTO
TRX000060,CT-00311,2025-01-09 00:00:00,pagto,1201.33,internetbanking,FOLHA PAGAMENTO
TRX000120,CT-00056,2026-09-04 15:05:00,deposito,1426.68,aplicativo,SUPERMERCADO BOM PRECO
TRX000414,CT-00103,2025-09-07 22:45:00,pix,57.63,agencia,RENDIMENTO POUPANCA
TRX001894,CT-00453,2026-03-10 00:00:00,pagamento,-1899.94,internetbanking,IFOOD *IFOOD
TRX002081,CT-00525,2025-10-26 00:00:00,pagamento,-1324.69,agencia,RENDIMENTO POUPANCA
TRX001406,CT-00159,2026-04-13 00:00:00,ted,-98.1,aplicativo,TRANSF ENTRE CONTAS
TRX000041,CT-00529,2026-07-30 20:00:00,boleto,1435.62,agencia,SUPERMERCADO BOM PRECO
TRX001628,CT-00531,2026-06-08 04:42:00,deposito,1393.79,,PIX QR CODE
TRX000820,CT-00219,2025-10-26 05:17:00,débitocartão,1256.25,agência,TRANSF ENTRE CONTAS
TRX000722,CT-00714,2026-07-12 21:26:00,pagamento,0.0,agencia,FOLHA PAGAMENTO
TRX001926,CT-00268,2025-03-09 00:00:00,pagto,-1963.67,caixaeletronico,RENDIMENTO POUPANCA
TRX001370,CT-00611,2026-02-25 12:54:00,compradébito,219.88,aplicativo,FARMACIA SAO JOAO
TRX001742,CT-00660,2026-06-28 00:02:00,doc,,app,FOLHA PAGAMENTO
TRX000308,CT-00246,2025-11-15 00:00:00,boleto,52.43,internetbanking,
TRX001142,CT-00321,2025-11-07 07:23:00,doc,,,PIX QR CODE
TRX000331,CT-00465,2025-08-25 01:22:00,boleto,-18.55,agência,PADARIA DO ZE
TRX000939,CT-00716,2026-06-23 08:30:00,ted,69.58,aplicativo,AMAZON MKTPLACE
TRX000622,CT-00315,2026-01-08 00:00:00,compradébito,117.35,internetbanking,PIX QR CODE
TRX001910,CT-00954,2026-06-18 20:35:00,débitocartão,-258.5,app,PAG*MERCADOLIVRE
TRX000262,CT-00454,2025-12-16 22:34:00,ted,1760.17,caixaeletrônico,
TRX001896,CT-00543,2026-03-26 00:00:00,débitocartão,-1692.29,internetbanking,PADARIA DO ZE
TRX001434,CT-00268,2026-05-17 00:00:00,ted,1711.79,ib,PIX QR CODE
TRX001103,CT-00711,2026-01-22 16:33:00,boleto,843.87,agência,UBER *TRIP
TRX001572,CT-00840,2025-12-18 00:00:00,boleto,-10492.68,internetbanking,NETFLIX.COM
TRX000001,CT-00660,2026-01-26 13:53:00,boleto,-1596.48,internetbanking,TARIFA PACOTE SERVICOS
TRX000632,CT-00022,2026-07-19 00:00:00,ted,80.91,agência,IFOOD *IFOOD
TRX000609,CT-00194,2025-12-14 16:59:00,doc,0.0,aplicativo,SUPERMERCADO BOM PRECO
TRX000579,CT-00516,2026-01-20 00:00:00,saque,104.88,app,TRANSF ENTRE CONTAS
TRX001671,CT-00683,2025-12-19 06:56:00,pagto,142.45,agencia,SUPERMERCADO BOM PRECO
TRX001258,CT-00390,2025-02-12 00:00:00,boleto,-14412.74,aplicativo,NETFLIX.COM
TRX000160,CT-00332,2026-01-04 00:00:00,débitocartão,280.63,ib,IFOOD *IFOOD
TRX000065,CT-00852,2025-11-22 00:00:00,compradébito,291.12,atm,FARMACIA SAO JOAO
TRX002022,CT-00844,2025-11-16 10:49:00,pix,42.41,internetbanking,PAG*MERCADOLIVRE
TRX000571,CT-00537,2025-11-29 00:00:00,boleto,-1748.71,aplicativo,
TRX000187,CT-00124,2026-03-20 18:40:00,pix,68.56,agencia,UBER *TRIP
TRX000045,CT-00498,2025-09-09 03:36:00,pagamento,40.06,internetbanking,AMAZON MKTPLACE
TRX000102,CT-00037,2026-01-16 02:26:00,pagamento,938.35,agência,AMAZON MKTPLACE
TRX000330,CT-00986,2026-12-06 00:00:00,saque,8585.19,caixaeletronico,SUPERMERCADO BOM PRECO
TRX001678,CT-00369,2025-12-30 00:00:00,pagamento,-63126.35,app,UBER *TRIP
TRX000484,CT-00492,2025-09-13 15:54:00,pix,2252.75,caixaeletronico,IFOOD *IFOOD
TRX001199,CT-00442,2026-07-05 00:00:00,debitocartao,237.16,agencia,TARIFA PACOTE SERVICOS
TRX000465,CT-00505,2026-02-03 00:00:00,débitocartão,241.63,atm,IFOOD *IFOOD
TRX000341,CT-00542,2025-10-26 17:37:00,boleto,2367.51,app,SUPERMERCADO BOM PRECO
TRX000049,CT-00320,2025-09-16 00:00:00,boleto,75.55,atm,
TRX001455,CT-00495,2026-12-01 03:54:00,deposito,1711.37,app,NETFLIX.COM
TRX000357,CT-00685,2025-06-11 20:05:00,deposito,,internetbanking,TRANSF ENTRE CONTAS
TRX000936,CT-00456,2025-08-17 00:47:00,debitocartao,212.3,caixaeletronico,UBER *TRIP
TRX001681,CT-00165,2026-03-05 00:00:00,saque,-226.39,aplicativo,PAG*MERCADOLIVRE
TRX000214,CT-00522,2026-02-17 00:00:00,deposito,433.11,aplicativo,RENDIMENTO POUPANCA
TRX000856,CT-00221,2025-10-14 22:09:00,deposito,0.0,aplicativo,TARIFA PACOTE SERVICOS
TRX001666,CT-00571,2025-10-01 00:08:00,pagto,45.15,agencia,FOLHA PAGAMENTO
TRX001553,CT-00200,2026-11-07 13:43:00,pix,-266.39,app,
