id_conta;ID_CLIENTE;Agência;Tipo de Conta;Saldo Atual;Data Abertura ;STATUS;Limite Cheque Especial
CT-00357;CLT-0580;0521;CC;20.904,16;2022-03-14;encerrada;500,00
CT-00323;CLT-0495;0347;CORRENTE;R$ 80.375,48;2019-05-28;ativa;R$ 5.000,00
CT-00820;CLT-0753;0102;PP;76.096,48;01/11/2019;ATIVA;N/A
CT-00105;CLT-0551;1200;poupanca;R$ 9.349,62;2015-11-14;Bloqueada;500.00
CT-00152;CLT-0429;0521;Corrente;15433,51;28/07/2018;Encerrada;5000.00
CT-00190;CLT-0182;0102;poupanca;R$ 83.087,34;31/08/2023;Ativa;R$ 0.00
CT-00184;CLT-0047;0347;Corrente;51.647,41;25/06/2018;Ativa;R$ 5.000,00
CT-00919;CLT-0289;1200;CORRENTE;R$ 55.465,28;22/04/2015;Ativa;5.000,00
CT-00724;clt-0175;0521;Corrente;R$ 43.965,76;16/03/15;ATIVA;10.000,00
CT-00728;CLT-0735;0001;poupança;R$ 29.349,93;19/11/2021;Ativa;R$ 10000.00
CT-00721;CLT-0251;0347;Corrente;33054.00;2016-07-27;encerrada;500.00
CT-00707;CLT-0710;0347;poupança;R$ 5.497,76;16/02/2025;Encerrada;1000,00
CT-00138;CLT-0358;0102;Poupança;84.203,03;20/12/2015;Ativa;R$ 2.500,00
CT-00817;CLT-0148;0102;salário;R$ 21.087,29;06/09/2021;Ativa;1000.00
CT-00239;CLT-0071;0034;Poupança;R$ 19.170,05;28-09-2024;Ativa;R$ 0,00
CT-00501;clt-0051;0034;Corrente;71.809,80;19-08-2021;ATIVA;5000,00
CT-00400;CLT-0077;0034;c/c;R$ 41.139,46;2017-08-02;Ativa;R$ 0,00
CT-00140;CLT-0679;0102;Corrente;R$ 6.778,98;07/07/19;Ativa;R$ 1.000,00
CT-00266;CLT-0097;0347;CC;126.75;16/02/2020;Ativa;R$ 10000.00
CT-00617;CLT-0304;0521;Poupança;75.459,31;23/06/2023;Ativa;0,00
CT-00369;CLT-0290;0034;Salário;20571.80;2025-03-24;Ativa;1.000,00
CT-00496;CLT-0025;0034;Poupança;27738.57;2022-01-14;ATIVA;R$ 10.000,00
CT-00191;CLT-0406;0102;POUPANÇA;R$ 43155.54;2020-08-14;bloqueada;1000,00
CT-00131;clt-0845;0521;c/c;52331.03;01-ago-2023;Ativa;R$ 1.000,00
CT-00524;CLT-0833;0521;Conta Salário;50.239,54;10/09/2020;Ativa;R$ 5000.00
CT-00338;CLT-0508;0001;CC;R$ 6.846,60;16/07/2018;Ativa;R$ 0,00
CT-00310;CLT-0025;0347;corrente;73943,53;31/10/2022;Bloqueada;R$ 500.00
CT-00797;CLT-0068;0102;corrente;72356.70;01/09/2018;Ativa;R$ 5000.00
CT-00276;CLT-0449;0001;Poupança;R$ 52965.08;17/07/2018;Ativa;5000.00
CT-00151;CLT-0125;0102;Corrente;12404,74;10-06-2017;ativa;5.000,00
CT-00449;clt-0816;0521;Poupança;22473,94;08/11/2018;Ativa;500,00
CT-00182;CLT-0336;0034;PP;78.729,78;12-11-2023;Ativa;R$ 5.000,00
CT-00741;CLT-0849;0347;poupança;30504,04;25/03/17;Bloqueada;10.000,00
CT-00404;CLT-0446;0034;CORRENTE;39795.10;21/05/2026;Ativa;2.500,00
CT-00237;CLT-0180;0521;Salário;11.684,50;08/03/2016;Ativa;500.00
CT-00213;CLT-0153 ;1200;Poupança;20.930,14;2026-04-05;Ativa;R$ 2500.00
CT-00640;CLT-0558;0001;Corrente;35.963,32;19/06/2022;Ativa;500,00
CT-00020;CLT-0671;0347;Corrente;R$ 80.851,76;2024-09-11;Encerrada;10000,00
CT-00270;CLT-0338;0034;poupança;41293.52;2026-05-21;bloqueada;R$ 500.00
CT-00064;CLT-0608;0001;Poupança;(78.071,97);2026-04-29;encerrada;10000.00
CT-00742;CLT-0463;0001;poupança;R$ 523.68;2020-08-27;Bloqueada;R$ 5000.00
CT-00575;CLT-0656;0034;corrente;N/A;02-07-2022;Ativa;500,00
CT-00548;CLT-0105;1200;Corrente;22575,31;28/08/2015;Ativa;10000.00
CT-00615;CLT-0489;1200;CORRENTE;(25.887,27);29/05/2018;Encerrada;0.00
CT-00032;CLT-0049;1200;Corrente;78.008,12;05/01/2026;;R$ 1.000,00
CT-00770;CLT-0567;0347;poupanca;(1.878,30);2020-10-29;Encerrada;10.000,00
CT-00839;CLT-0030;0347;corrente;sem info;23-dez-2024;Ativa;1000.00
CT-00519;CLT-0408;0102;CC;R$ 57.066,78;2016-06-13;Ativa;R$ 2.500,00
CT-00819;CLT-0501;0347;Corrente;25737.49;2019-02-14;Ativa;10000.00
CT-00604;CLT-0019;0521;corrente;R$ 24.945,02;30-jan-2026;encerrada;1000.00
CT-00027;CLT-0338;0102;poupança;36818,62;2025-04-29;Bloqueada;5000.00
CT-00514;CLT-0289;0347;poupança;74330,10;2019-11-09;Ativa;R$ 1000.00
CT-00681;CLT-0244;0102;POUPANÇA;R$ 44234.87;29/04/2019;ATIVA;R$ 500,00
CT-00078;CLT-0405;0102;POUPANCA;R$ 11.333,61;25/07/2018;bloqueada;2.500,00
CT-00943;CLT-0582;0347;Poupança;44838.21;2020-08-10;Ativa;R$ 1.000,00
CT-00427;CLT-0011;0521;CORRENTE;80.206,84;28-mar-2026;Ativa;R$ 2500.00
CT-00684;CLT-0181;0001;CORRENTE;R$ 54.123,25;17/10/2017;ATIVA;10.000,00
CT-00932;CLT-0011;1200;poupança;23.954,52;10-06-2023;;500,00
CT-00646;CLT-0393;0521;CORRENTE;51264,56;16-07-2026;ativa;R$ 5000.00
CT-00108;CLT-0562;0102;SALÁRIO;(38.292,61);22-05-2025;Ativa;R$ 10.000,00
CT-00515;CLT-0366;1200;corrente;R$ 79.708,60;02-fev-2021;Encerrada;0.00
CT-00627;CLT-0548;0102;Conta Salário;R$ 1873.28;30/11/21;Ativa;2500,00
CT-00354;CLT-0013;0001;Corrente;-1093.10;2017-07-09;Ativa;R$ 0,00
CT-00849;CLT-0368;1200;CC;R$ 84.419,46;01-08-2020;ATIVA;R$ 2.500,00
CT-00632;CLT-0454;0521;Corrente;24.270,09;31-01-2023;Ativa;R$ 1.000,00
CT-00801;CLT-0493;0102;corrente;44720.85;24-08-2018;Ativa;10.000,00
CT-00088;CLT-0628 ;0521;corrente;R$ 7101.71;2024-03-18;Ativa;R$ 1.000,00
CT-00528;CLT-0500;0347;POUPANÇA;20985,09;03/12/2024;encerrada;2.500,00
CT-00939;CLT-0568;0001;Corrente;R$ 66.460,38;2026-03-04;encerrada;10.000,00
CT-00818;CLT-0295;0034;Poupança;-117,43;12/08/2018;bloqueada;R$ 500,00
CT-00179;CLT-0435;0347;Corrente;R$ 45.758,77;16/08/2015;ativa;1000,00
