ID TRANSACAO,id conta,Data/Hora,Tipo Transação,VALOR,Canal,Descrição
TRX000550,CT-00257,2026-02-10 17:03,pix,"R$ 889,44",AGENCIA,  PADARIA DO ZE  
TRX000457,CT-00571,2025-12-20 21:56,ted,"94,43",Caixa Eletrônico,
TRX002028,CT-00725,10/07/26 10:13,deposito,256.13,ATM,PAG*MercadoLivre
TRX001024,CT-00073,12-jun-2026,deposito,14895.11,IB,  PADARIA DO ZE  
TRX000534,CT-00418,29/01/2026,DOC,"830,63",APP,SUPERMERCADO BOM PRECO
TRX001022,CT-00060,18/04/2026 07:09,PIX,"R$ 1.857,09",Internet Banking,  PADARIA DO ZE  
TRX001197,CT-00059,25-06-2026,Boleto,12936.07,IB,  PADARIA DO ZE  
TRX000328,CT-00603,2025-08-25,Depósito,29644.03,agencia,IFOOD *IFOOD
TRX000975,CT-00892,2025-10-26,DEPOSITO,"94,73",App,FARMACIA SAO JOAO
TRX000858,CT-00665,07/01/26 20:11,pagto,"192,54",IB,RENDIMENTO POUPANCA
TRX001202,CT-00845,2026-02-10 07:30,TED,"-137,01",App,UBER *TRIP
TRX000684,CT-01028,28/07/2026,Compra Débito,R$ 144.28,Aplicativo,
TRX001880,CT-00688,08/07/2026 04:37,ted,"-1.697,25",Caixa Eletrônico,POSTO SHELL BR
TRX000010,CT-00524,2026-05-14,ted,R$ 1303.19,internet banking,POSTO SHELL BR
TRX001843,CT-00029,17-02-2026,Pix,"-843,72",caixa eletronico,AMAZON MKTPLACE
TRX001408,CT-00769,15/03/2026,pix,"R$ 183,13",Aplicativo,UBER *TRIP
TRX000766,CT-00667,11/09/2025 07:55,debito cartao,R$ 375.53,agencia,POSTO SHELL BR
TRX001421,CT-00142,2026-05-20 13:56,pix,"141,06",Agência,IFOOD *IFOOD
TRX000935,CT-00519,17/10/2025,pix,2263.23,Aplicativo,
TRX000314,CT-00438,2026-05-12,pagto,N/A,Internet Banking,PIX QR CODE
TRX000788,CT-00503,27-03-2026,TED,"R$ 72,59",,UBER *TRIP
TRX000249,CT-00600,06/12/25 10:00,Pix,40.29,Internet Banking,  PADARIA DO ZE  
TRX000447,CT-01022,04/01/2026 18:11,pagto,1472.36,ATM,
TRX001709,CT-00182,19-11-2025 01:29,Boleto,11130.97,internet banking,RENDIMENTO POUPANCA
TRX001715,CT-00724,2026-01-08 05:14,PIX,"13,68",app,TARIFA PACOTE SERVICOS
TRX001759,CT-00725,24/03/2026,BOLETO,"153,27",AGENCIA,FOLHA PAGAMENTO
TRX001950,CT-00533,17/03/2026 12:19,ted,"-135,13",Caixa Eletrônico,IFOOD *IFOOD
TRX000705,CT-00796,27/06/2026 00:38,TED,R$ 7144.48,AGENCIA,SUPERMERCADO BOM PRECO
TRX001585,CT-00103,22/10/25 05:41,Débito Cartão,"R$ 701,11",App,FARMACIA SAO JOAO
TRX001744,CT-00168,17/06/2026 15:37,BOLETO,"-77,56",Caixa Eletrônico,SUPERMERCADO BOM PRECO
TRX001327,CT-00575,03/09/25 12:38,Pagamento,"186,54",Agência,SUPERMERCADO BOM PRECO
TRX000915,CT-00564,11/04/2026,saque,"-46.119,44",caixa eletronico,UBER *TRIP
TRX000075,CT-00337,25/11/2025 10:18,ted,"R$ 1.796,23",internet banking,IFOOD *IFOOD
TRX000234,CT-00123,21/07/26,DEPOSITO,"R$ 202,36",APP,POSTO SHELL BR
TRX000129,CT-00150,12/12/2025 05:02,boleto,"10,23",caixa eletronico,IFOOD *IFOOD
TRX000257,CT-00249,2025-11-01,pix,"R$ 104,30",internet banking,FOLHA PAGAMENTO
TRX000434,CT-00058,24-10-2025,ted,"R$ 1.184,68",APP,  PADARIA DO ZE  
TRX001501,CT-00396,01/03/26 11:14,deposito,0,AGENCIA,AMAZON MKTPLACE
TRX001924,CT-00716,2025-08-08 19:40,BOLETO,221.28,App,POSTO SHELL BR
TRX000377,CT-00440,09/05/2026 17:54,boleto,N/A,App,FOLHA PAGAMENTO
TRX000529,CT-00887,27/11/25 13:16,Débito Cartão,399.25,AGENCIA,IFOOD *IFOOD
TRX001823,CT-00725,10-03-2026,Pagamento,"184,02",app,IFOOD *IFOOD
TRX001161,CT-00180,13/04/2026,ted,R$ 117.69,internet banking,POSTO SHELL BR
TRX000291,CT-00698,09-abr-2026 03:05,Depósito,42.59,internet banking,IFOOD *IFOOD
TRX000020,CT-00435,11/12/2025,ted,0,ATM,NETFLIX.COM
TRX002064,CT-00722,28/12/2025 04:06,ted,"435,96",APP,FOLHA PAGAMENTO
TRX001600,CT-00141,23/07/2026,saque,"305,11",app,SUPERMERCADO BOM PRECO
TRX001002,CT-00146,2026-02-20,boleto,-6025.56,Internet Banking,PAG*MercadoLivre
TRX000612,CT-00385,21/05/2026,pix,N/A,agencia,AMAZON MKTPLACE
TRX000543,CT-00352,31-12-2025 23:00,ted,867.29,caixa eletronico,PIX QR CODE
TRX000426,CT-00389,2025-12-23 04:13,boleto,"R$ 216,78",caixa eletronico,TARIFA PACOTE SERVICOS
TRX001439,CT-00659,2026-05-23,PIX,"R$ 9.693,04",app,PIX QR CODE
TRX000252,CT-00118,05-04-2026 01:15,Boleto,R$ 1413.13,Internet Banking,NETFLIX.COM
TRX001578,CT-00479,30/07/2026 13:06,Depósito,"R$ 39,46",APP,AMAZON MKTPLACE
TRX000669,CT-00430,07-06-2026 10:50,Compra Débito,R$ 234.56,ATM,PIX QR CODE
TRX000006,CT-00287,22/03/2026,ted,"259,97",AGENCIA,SUPERMERCADO BOM PRECO
TRX000688,CT-00934,12/09/25,Depósito,"R$ 1.868,85",caixa eletronico,TARIFA PACOTE SERVICOS
TRX001996,CT-00272,2025-10-20,Compra Débito,,agencia,SUPERMERCADO BOM PRECO
TRX000830,CT-00141,12/10/2025 09:46,pix,"R$ 1.447,41",agencia,IFOOD *IFOOD
TRX001871,CT-00602,31-12-2025,pagto,"169,19",App,IFOOD *IFOOD
TRX001149,CT-00935,02/07/2026 10:53,deposito,"R$ 991,63",Agência,RENDIMENTO POUPANCA
TRX000762,CT-00726,23/02/26,Débito Cartão,R$ 539.00,caixa eletronico,SUPERMERCADO BOM PRECO
TRX001652,CT-00517,25/02/26,Pagamento,-1874.76,IB,AMAZON MKTPLACE
TRX000895,CT-00683,2025-11-23,Débito Cartão,"-1.282,46",AGENCIA,TARIFA PACOTE SERVICOS
TRX001121,CT-00659,2026-05-04 19:47,DEPOSITO,"691,62",IB,FOLHA PAGAMENTO
TRX000835,CT-00082,2026-06-22,Boleto,R$ 245.08,IB,SUPERMERCADO BOM PRECO
TRX001707,CT-00867,17/11/2025 23:07,Compra Débito,"R$ 1.342,33",app,UBER *TRIP
TRX000673,CT-00247,03-01-2026,pagto,1232.71,AGENCIA,PAG*MercadoLivre
TRX001162,CT-00216,2026-07-18 01:47,BOLETO,"1.196,85",Caixa Eletrônico,RENDIMENTO POUPANCA
TRX000048,CT-00478,18/08/2025 13:48,ted,"-134,09",internet banking,POSTO SHELL BR
TRX001849,CT-00840,2025-08-10,TED,"-62.461,28",app,POSTO SHELL BR
TRX000294,CT-00684,2025-12-30 02:25,PIX,"215,80",Aplicativo,SUPERMERCADO BOM PRECO
TRX000170,CT-00865,11/02/2026 23:03,debito cartao,N/A,,POSTO SHELL BR
TRX001276,CT-00243,15/07/2026 01:47,DOC,"R$ 271,31",Caixa Eletrônico,TARIFA PACOTE SERVICOS
TRX000128,CT-00665,2026-03-06,debito cartao,R$ 289.01,IB,TARIFA PACOTE SERVICOS
TRX001281,CT-00915,08-08-2025 14:53,TED,R$ 204.36,AGENCIA,UBER *TRIP
TRX001696,CT-00606,2026-03-17 21:32,pix,"-1.490,40",ATM,POSTO SHELL BR
TRX001717,CT-00380,2026-02-07,Pagamento,R$ 374.26,Aplicativo,POSTO SHELL BR
TRX001369,CT-00597,19/05/2026,DEPOSITO,1086.92,caixa eletronico,TRANSF ENTRE CONTAS
TRX000576,CT-00389,19/01/2026 06:24,deposito,"R$ 15,31",APP,UBER *TRIP
TRX000654,CT-00456,02/07/26 16:59,saque,0,IB,  PADARIA DO ZE  
TRX001355,CT-00635,08/07/26 21:23,DOC,"R$ 1.671,09",AGENCIA,POSTO SHELL BR
TRX002052,CT-00830,06-nov-2025,Pix,245.53,Internet Banking,FARMACIA SAO JOAO
TRX001518,CT-00711,05/09/2025,Pagamento,"R$ 162,20",APP,FARMACIA SAO JOAO
TRX001815,CT-00822,22/01/2026,Boleto,"R$ 999,50",app,SUPERMERCADO BOM PRECO
TRX001839,CT-00512,2025-10-30,TED,R$ 64306.14,APP,POSTO SHELL BR
TRX000469,CT-00781,2026-06-20 01:56,ted,R$ 1340.26,IB,  PADARIA DO ZE  
TRX001614,CT-00620,21/01/2026 07:53,Pix,"-185,69",APP,SUPERMERCADO BOM PRECO
TRX001981,CT-00616,18/08/2025 04:53,ted,,AGENCIA,AMAZON MKTPLACE
TRX002066,CT-00725,12-08-2026 13:54,BOLETO,"R$ 248,45",IB,FOLHA PAGAMENTO
TRX000967,CT-00533,2025-09-28 00:18,ted,198.69,agencia,AMAZON MKTPLACE
TRX001010,CT-00168,06/05/2026,DOC,"-924,28",Caixa Eletrônico,  PADARIA DO ZE  
TRX000396,CT-00529,2026-01-14,deposito,"R$ 39,02",App,FOLHA PAGAMENTO
TRX000553,CT-00897,22/03/2026 16:26,boleto,219.45,internet banking,TARIFA PACOTE SERVICOS
TRX001569,CT-00297,2026-08-07,debito cartao,"-214,85",app,PAG*MercadoLivre
TRX001831,CT-00600,05/04/2026 21:14,debito cartao,,internet banking,AMAZON MKTPLACE
TRX000361,CT-00446,23/01/2026,TED,"-185,93",Agência,FOLHA PAGAMENTO
TRX001934,CT-00835,2026-03-01,Depósito,30191.28,internet banking,IFOOD *IFOOD
TRX001323,CT-00659,2026-03-31 09:16,Boleto,4313.26,Agência,PAG*MercadoLivre
TRX001204,CT-00149,24/05/2026,pagto,"1.313,06",,SUPERMERCADO BOM PRECO
TRX001608,CT-00830,11/12/25,pix,-150.06,APP,TRANSF ENTRE CONTAS
TRX000608,CT-00384,03/09/2025 23:17,pagto,"R$ 1.501,37",AGENCIA,POSTO SHELL BR
TRX000137,CT-00915,18/07/2026,pagto,"-6.382,10",Agência,TARIFA PACOTE SERVICOS
TRX001294,CT-00553,20/09/2025 17:55,Boleto,"R$ 37,54",IB,TARIFA PACOTE SERVICOS
TRX001785,CT-00918,2025-09-28,debito cartao,"6.430,87",App,
TRX001700,CT-00309,09/02/2026,debito cartao,23529.05,agencia,PAG*MercadoLivre
TRX000929,CT-00622,2025-10-25,TED,"241,25",agencia,
TRX001241,CT-00794,20-10-2025 04:06,debito cartao,26.41,ATM,FARMACIA SAO JOAO
TRX001331,CT-00771,14/08/2025,DEPOSITO,"R$ 908,06",,FOLHA PAGAMENTO
TRX001330,CT-00145,2025-11-21,debito cartao,"123,62",Caixa Eletrônico,  PADARIA DO ZE  
TRX001219,CT-00476,15/12/2025 02:34,Compra Débito,"226,42",AGENCIA,TARIFA PACOTE SERVICOS
TRX001617,CT-01011,2025-08-05 23:40,Depósito,89.61,Caixa Eletrônico,NETFLIX.COM
TRX000510,CT-00828,01/08/26 21:25,TED,178.43,Caixa Eletrônico,SUPERMERCADO BOM PRECO
TRX001160,CT-00414,05-03-2026,pagto,"R$ 105,68",internet banking,FARMACIA SAO JOAO
TRX001556,CT-00231,2025-08-04 18:05,Pagamento,"R$ 566,24",Internet Banking,IFOOD *IFOOD
TRX000582,CT-00552,20/01/2026 13:24,ted,N/A,Aplicativo,FARMACIA SAO JOAO
TRX000848,CT-01010,13/05/2026,PIX,R$ 1727.29,agencia,TRANSF ENTRE CONTAS
TRX000804,CT-00222,07-jun-2026,DOC,"R$ 8.242,20",ATM,SUPERMERCADO BOM PRECO
TRX002016,CT-00691,2025-12-08 19:44,debito cartao,"153,88",caixa eletronico,RENDIMENTO POUPANCA
TRX001865,CT-00248,2026-07-09 11:38,Boleto,"R$ 231,02",App,AMAZON MKTPLACE
TRX000064,CT-00464,07-01-2026 03:39,Pix,-21.40,Internet Banking,PIX QR CODE
TRX001247,CT-00857,2026-06-18,TED,60.80,,SUPERMERCADO BOM PRECO
TRX001946,CT-00713,2025-10-18 10:32,Compra Débito,-21.41,internet banking,TRANSF ENTRE CONTAS
TRX000544,CT-00178,11/10/2025 01:51,ted,"479,12",Aplicativo,AMAZON MKTPLACE
TRX001958,CT-00586,14/02/2026 09:57,deposito,"R$ 718,01",Aplicativo,
TRX001304,CT-00259,2025-08-05,Compra Débito,"1656,95",IB,FARMACIA SAO JOAO
TRX000801,CT-00163,13/03/26,Pix,R$ 87.07,Caixa Eletrônico,SUPERMERCADO BOM PRECO
TRX000566,CT-00602,2026-06-24 01:33,boleto,R$ 49.17,Aplicativo,UBER *TRIP
TRX001454,CT-00279,2025-10-08 16:09,Pagamento,11876.56,IB,PIX QR CODE
TRX001045,CT-00197,2026-08-07,pix,"R$ 13.972,56",APP,SUPERMERCADO BOM PRECO
TRX001560,CT-00515,2025-09-25,BOLETO,N/A,,RENDIMENTO POUPANCA
TRX000723,CT-00105,09/02/26,ted,"-1017,27",app,UBER *TRIP
TRX000906,CT-00448,24/02/2026 13:30,Pix,R$ 269.48,App,RENDIMENTO POUPANCA
TRX001316,CT-00980,30/03/2026,Pix,"-426,02",APP,FARMACIA SAO JOAO
TRX000193,CT-00794,22/04/2026 16:33,Débito Cartão,"50.687,90",APP,NETFLIX.COM
TRX000199,CT-00470,2025-09-05,boleto,"51,12",caixa eletronico,TRANSF ENTRE CONTAS
TRX001014,CT-00222,19/06/2026,DEPOSITO,"235,76",AGENCIA,IFOOD *IFOOD
TRX000046,CT-00184,09/09/2025,pix,"143,87",internet banking,TRANSF ENTRE CONTAS
TRX000893,CT-00557,11/04/2026,BOLETO,,,AMAZON MKTPLACE
TRX000618,CT-00115,18-07-2026 02:04,PIX,,APP,RENDIMENTO POUPANCA
TRX000660,CT-00669,14-12-2025,Saque,"-7.431,91",,PIX QR CODE
TRX001073,CT-01027,04/01/2026,Saque,"R$ 743,04",Agência,NETFLIX.COM
TRX000480,CT-00180,2025-09-28,DOC,R$ 4097.71,app,IFOOD *IFOOD
TRX000487,CT-00165,2025-09-08 12:35,Débito Cartão,135.89,AGENCIA,IFOOD *IFOOD
TRX000422,CT-00558,21/02/2026 11:38,DEPOSITO,"12.048,38",app,FOLHA PAGAMENTO
TRX000401,CT-00031,10/08/2025,DEPOSITO,137.70,app,  PADARIA DO ZE  
TRX001607,CT-00900,2025-11-21,boleto,"90,51",IB,TARIFA PACOTE SERVICOS
TRX002005,CT-00203,2026-06-01,Depósito,R$ 493.75,Internet Banking,FOLHA PAGAMENTO
TRX000641,CT-00003,30/06/2026,pagto,"R$ 800,07",,PIX QR CODE
TRX001324,CT-00469,26/09/2025 13:22,DOC,9132.01,agencia,
TRX000477,CT-00645,2025-11-22,DEPOSITO,R$ 16.50,IB,UBER *TRIP
TRX001301,CT-00058,2025-10-17 08:29,DEPOSITO,26610.52,App,AMAZON MKTPLACE
TRX001901,CT-00252,2026-02-23,DOC,-143.61,ATM,PAG*MercadoLivre
TRX001925,CT-00885,17/08/2025,saque,R$ 16.08,Agência,SUPERMERCADO BOM PRECO
TRX000337,CT-00203,09-12-2025,Débito Cartão,894.48,caixa eletronico,AMAZON MKTPLACE
TRX001261,CT-00914,24/12/2025 16:32,pix,0,app,PIX QR CODE
TRX002010,CT-00214,09-mai-2026,DOC,115.05,ATM,TRANSF ENTRE CONTAS
TRX000551,CT-00497,02-10-2025,Saque,"R$ 600,63",AGENCIA,IFOOD *IFOOD
TRX001591,CT-00028,30-03-2026 11:48,pagto,"R$ 860,69",AGENCIA,SUPERMERCADO BOM PRECO
TRX001055,CT-00250,23/09/25,Débito Cartão,"R$ 208,46",AGENCIA,FOLHA PAGAMENTO
TRX000111,CT-00969,2026-07-30,Boleto,"167,89",app,IFOOD *IFOOD
TRX001124,CT-00704,12/11/2025,PIX,"393,81",AGENCIA,
TRX000195,CT-00004,2026-04-20 00:11,TED,74.65,Internet Banking,RENDIMENTO POUPANCA
TRX001009,CT-00868,23/12/2025,Compra Débito,"132,59",agencia,  PADARIA DO ZE  
TRX000454,CT-00694,2026-03-12 00:30,saque,14315.26,ATM,FARMACIA SAO JOAO
TRX001777,CT-00841,2026-06-03 06:02,Débito Cartão,"-652,05",app,AMAZON MKTPLACE
TRX002062,CT-00853,31/03/2026 06:13,Saque,"3.363,53",Agência,NETFLIX.COM
TRX000413,CT-00566,19/01/2026 21:05,Pix,"215,31",app,  PADARIA DO ZE  
TRX000786,CT-00490,16-09-2025 07:42,debito cartao,"5.664,46",agencia,FOLHA PAGAMENTO
TRX000039,CT-00569,2026-06-24 17:57,PIX,-271.29,ATM,  PADARIA DO ZE  
TRX000349,CT-00290,17/03/2026,deposito,"1.875,21",agencia,SUPERMERCADO BOM PRECO
TRX000580,CT-00955,20-fev-2026,boleto,R$ 1340.16,caixa eletronico,IFOOD *IFOOD
TRX001638,CT-00916,09/10/2025,Pix,-7059.00,app,TRANSF ENTRE CONTAS
TRX001587,CT-00826,2026-05-19 14:26,Pagamento,R$ 209.66,IB,
TRX000218,CT-00364,17-07-2026,Boleto,R$ 5961.06,APP,PAG*MercadoLivre
TRX000908,CT-00094,02/12/25,PIX,"R$ 211,78",agencia,RENDIMENTO POUPANCA
TRX001270,CT-00513,2026-03-08 20:24,ted,"R$ 4.706,87",App,SUPERMERCADO BOM PRECO
TRX000251,CT-00666,31/10/2025 23:33,pagto,1874.22,ATM,POSTO SHELL BR
TRX002025,CT-00613,2026-01-30 05:40,boleto,-143.10,Internet Banking,SUPERMERCADO BOM PRECO
TRX001828,CT-00223,22/12/2025,ted,"R$ 207,09",agencia,PIX QR CODE
TRX000957,CT-00027,2026-08-02,TED,"25.274,86",,FOLHA PAGAMENTO
TRX000383,CT-00120,2026-05-21,deposito,"R$ 443,25",caixa eletronico,SUPERMERCADO BOM PRECO
TRX000118,CT-00452,08/04/2026,BOLETO,"R$ 101,10",Caixa Eletrônico,PIX QR CODE
TRX000379,CT-00201,25/05/2026 00:00,DOC,-192.39,ATM,RENDIMENTO POUPANCA
TRX001577,CT-00874,2026-08-08 13:07,Pix,"R$ 56,89",agencia,RENDIMENTO POUPANCA
TRX002074,CT-00290,10-04-2026,Boleto,40.50,,  PADARIA DO ZE  
TRX001090,CT-00087,2026-08-15,boleto,"21,66",ATM,FOLHA PAGAMENTO
TRX001562,CT-00589,24-02-2026 01:57,pagto,"R$ 21,56",Caixa Eletrônico,
TRX000764,CT-01019,01/10/25,DOC,34.23,ATM,RENDIMENTO POUPANCA
TRX000179,CT-00322,2026-04-04,Débito Cartão,"-63.511,80",caixa eletronico,  PADARIA DO ZE  
TRX000728,CT-00078,14/09/2025,pix,"R$ 12.985,05",,PIX QR CODE
TRX001291,CT-00713,2025-09-12 10:26,Pagamento,"R$ 1.224,46",Agência,FOLHA PAGAMENTO
TRX000613,CT-00546,2026-04-29 20:31,BOLETO,0,caixa eletronico,FOLHA PAGAMENTO
TRX001119,CT-00987,14/03/2026,boleto,"R$ 1.236,77",App,
TRX000574,CT-00846,28/04/2026,deposito,1317.91,IB,AMAZON MKTPLACE
TRX001412,CT-00470,10/09/2025,Depósito,151.24,,IFOOD *IFOOD
TRX001158,CT-00272,16/01/2026,DEPOSITO,274.31,App,  PADARIA DO ZE  
TRX000009,CT-00230,08/10/25 10:46,deposito,"170,52",APP,
TRX001570,CT-00248,21/04/26,boleto,"171,70",,
TRX000240,CT-00364,20/02/2026 05:53,Saque,"R$ 129,63",app,FOLHA PAGAMENTO
TRX001708,CT-00883,2026-06-27,BOLETO,"611,06",Agência,
TRX000946,CT-00833,2025-11-05 00:32,boleto,"-9,83",caixa eletronico,TRANSF ENTRE CONTAS
TRX001588,CT-00479,2026-06-03 19:49,boleto,"1.807,95",caixa eletronico,TARIFA PACOTE SERVICOS
TRX000917,CT-00129,2026-01-09 03:15,boleto,-54.88,Aplicativo,FARMACIA SAO JOAO
TRX000236,CT-00118,31/12/2025,deposito,R$ 10784.90,caixa eletronico,UBER *TRIP
TRX001396,CT-00232,19/09/2025,PIX,"8.748,18",,FARMACIA SAO JOAO
TRX000802,CT-00777,2026-01-21 16:29,Boleto,N/A,AGENCIA,POSTO SHELL BR
TRX002048,CT-00383,2025-12-16 03:49,Boleto,-1465.52,app,  PADARIA DO ZE  
TRX002044,CT-00832,2025-09-30 19:55,Débito Cartão,"179,68",caixa eletronico,POSTO SHELL BR
TRX001507,CT-00454,04/08/2026,Pagamento,"R$ 804,74",agencia,PIX QR CODE
TRX000784,CT-00464,2025-09-15 17:13,Compra Débito,"-275,53",Aplicativo,
TRX001710,CT-00837,14/08/2026,BOLETO,"R$ 1.530,55",Internet Banking,PIX QR CODE
TRX001136,CT-00689,2025-10-12 09:58,saque,"R$ 10.808,49",ATM,PIX QR CODE
TRX001672,CT-00710,2025-12-15 10:23,ted,"R$ 58,41",caixa eletronico,PAG*MercadoLivre
TRX001961,CT-00063,04/11/2025,DOC,"R$ 173,65",Internet Banking,RENDIMENTO POUPANCA
TRX000805,CT-00102,06/08/2025 07:33,TED,"R$ 1.500,51",caixa eletronico,  PADARIA DO ZE  
TRX001363,CT-00772,2026-06-13,Depósito,"R$ 46,21",agencia,POSTO SHELL BR
TRX001030,CT-00479,10-12-2025,debito cartao,"73,92",,  PADARIA DO ZE  
TRX001318,CT-00040,24-06-2026,Saque,"-291,67",App,RENDIMENTO POUPANCA
TRX001475,CT-00500,2026-03-23,boleto,127.02,AGENCIA,IFOOD *IFOOD
TRX001350,CT-00216,2026-06-23,Compra Débito,"R$ 6,89",app,FOLHA PAGAMENTO
TRX000060,CT-00311,01-09-2025,pagto,"1201,33",Internet Banking,FOLHA PAGAMENTO
TRX000120,CT-00056,09-04-2026 15:05,DEPOSITO,"R$ 1.426,68",Aplicativo,SUPERMERCADO BOM PRECO
TRX000414,CT-00103,2025-09-07 22:45,PIX,"R$ 57,63",agencia,RENDIMENTO POUPANCA
TRX001894,CT-00453,2026-03-10,Pagamento,"-1899,94",internet banking,IFOOD *IFOOD
TRX002081,CT-00525,2025-10-26,Pagamento,"-1.324,69",agencia,RENDIMENTO POUPANCA
TRX001406,CT-00159,13/04/2026,TED,-98.10,Aplicativo,TRANSF ENTRE CONTAS
TRX000041,CT-00529,2026-07-30 20:00,BOLETO,"R$ 1.435,62",AGENCIA,SUPERMERCADO BOM PRECO
TRX001628,CT-00531,06/08/26 04:42,deposito,"1.393,79",,PIX QR CODE
TRX000820,CT-00219,26/10/25 05:17,Débito Cartão,"1256,25",Agência,TRANSF ENTRE CONTAS
TRX000722,CT-00714,2026-07-12 21:26,Pagamento,0,agencia,FOLHA PAGAMENTO
TRX001926,CT-00268,03-set-2025,pagto,"-1.963,67",caixa eletronico,RENDIMENTO POUPANCA
TRX001370,CT-00611,2026-02-25 12:54,Compra Débito,219.88,Aplicativo,FARMACIA SAO JOAO
TRX001742,CT-00660,28/06/2026 00:02,DOC,,APP,FOLHA PAGAMENTO
TRX000308,CT-00246,15/11/2025,boleto,"R$ 52,43",internet banking,
TRX001142,CT-00321,2025-11-07 07:23,DOC,,,PIX QR CODE
TRX000331,CT-00465,2025-08-25 01:22,boleto,"-18,55",Agência,  PADARIA DO ZE  
TRX000939,CT-00716,2026-06-23 08:30,TED,69.58,Aplicativo,AMAZON MKTPLACE
TRX000622,CT-00315,01/08/26,Compra Débito,"R$ 117,35",Internet Banking,PIX QR CODE
TRX001910,CT-00954,2026-06-18 20:35,Débito Cartão,-258.50,App,PAG*MercadoLivre
TRX000262,CT-00454,16/12/25 22:34,TED,1760.17,Caixa Eletrônico,
TRX001896,CT-00543,26/03/2026,Débito Cartão,-1692.29,internet banking,  PADARIA DO ZE  
TRX001434,CT-00268,2026-05-17,TED,"1.711,79",IB,PIX QR CODE
TRX001103,CT-00711,2026-01-22 16:33,boleto,"843,87",Agência,UBER *TRIP
TRX001572,CT-00840,18-12-2025,BOLETO,"-10.492,68",internet banking,NETFLIX.COM
TRX000001,CT-00660,26/01/2026 13:53,Boleto,"-1.596,48",internet banking,TARIFA PACOTE SERVICOS
TRX000632,CT-00022,19/07/2026,ted,"R$ 80,91",Agência,IFOOD *IFOOD
TRX000609,CT-00194,14/12/2025 16:59,DOC,0,Aplicativo,SUPERMERCADO BOM PRECO
TRX000579,CT-00516,20-01-2026,saque,"R$ 104,88",App,TRANSF ENTRE CONTAS
TRX001671,CT-00683,19/12/2025 06:56,pagto,"R$ 142,45",AGENCIA,SUPERMERCADO BOM PRECO
TRX001258,CT-00390,02-12-2025,boleto,"-14.412,74",Aplicativo,NETFLIX.COM
TRX000160,CT-00332,01-04-2026,Débito Cartão,280.63,IB,IFOOD *IFOOD
TRX000065,CT-00852,22/11/2025,Compra Débito,"291,12",ATM,FARMACIA SAO JOAO
TRX002022,CT-00844,16-nov-2025 10:49,Pix,R$ 42.41,Internet Banking,PAG*MercadoLivre
TRX000571,CT-00537,29/11/2025,Boleto,"-1.748,71",Aplicativo,
TRX000187,CT-00124,20/03/2026 18:40,PIX,"R$ 68,56",AGENCIA,UBER *TRIP
TRX000045,CT-00498,09/09/2025 03:36,Pagamento,"40,06",internet banking,AMAZON MKTPLACE
TRX000102,CT-00037,2026-01-16 02:26,Pagamento,"938,35",Agência,AMAZON MKTPLACE
TRX000330,CT-00986,12/06/2026,Saque,"8.585,19",caixa eletronico,SUPERMERCADO BOM PRECO
TRX001678,CT-00369,30/12/2025,Pagamento,"-63.126,35",App,UBER *TRIP
TRX000484,CT-00492,13-09-2025 15:54,PIX,R$ 2252.75,caixa eletronico,IFOOD *IFOOD
TRX001199,CT-00442,07/05/2026,debito cartao,"R$ 237,16",agencia,TARIFA PACOTE SERVICOS
TRX000465,CT-00505,2026-02-03,Débito Cartão,"R$ 241,63",ATM,IFOOD *IFOOD
TRX000341,CT-00542,26-10-2025 17:37,boleto,"2367,51",App,SUPERMERCADO BOM PRECO
TRX000049,CT-00320,16-09-2025,BOLETO,"75,55",ATM,
TRX001455,CT-00495,12/01/2026 03:54,deposito,R$ 1711.37,APP,NETFLIX.COM
TRX000357,CT-00685,06/11/25 20:05,deposito,,Internet Banking,TRANSF ENTRE CONTAS
TRX000936,CT-00456,17/08/2025 00:47,debito cartao,"212,30",caixa eletronico,UBER *TRIP
TRX001681,CT-00165,03/05/2026,saque,"-226,39",Aplicativo,PAG*MercadoLivre
TRX000214,CT-00522,2026-02-17,DEPOSITO,"433,11",Aplicativo,RENDIMENTO POUPANCA
TRX000856,CT-00221,14/10/25 22:09,deposito,0,Aplicativo,TARIFA PACOTE SERVICOS
TRX001666,CT-00571,2025-10-01 00:08,pagto,"R$ 45,15",AGENCIA,FOLHA PAGAMENTO
TRX001553,CT-00200,11-07-2026 13:43,pix,"-266,39",app,
TRX000892,CT-00459,04/07/2026,saque,"R$ 287,44",Aplicativo,TRANSF ENTRE CONTAS
TRX000421,CT-00612,04/06/2026 06:11,Compra Débito,"-1.102,70",Agência,SUPERMERCADO BOM PRECO
TRX001745,CT-00660,13-dez-2025,saque,"R$ 25.823,97",agencia,TARIFA PACOTE SERVICOS
TRX001362,CT-00469,03-04-2026,Saque,"61,23",internet banking,PAG*MercadoLivre
TRX001908,CT-00108,30/10/2025 14:44,saque,"235,66",ATM,RENDIMENTO POUPANCA
TRX001272,CT-00476,24/01/2026,deposito,410.68,APP,TARIFA PACOTE SERVICOS
TRX000530,CT-00798,24/10/2025,Saque,"R$ 284,97",APP,AMAZON MKTPLACE
TRX001529,CT-00545,19/05/2026,pagto,"93,75",app,POSTO SHELL BR
TRX000290,CT-00649,2026-07-23 14:36,Pagamento,"1043,26",Aplicativo,SUPERMERCADO BOM PRECO
